,giga_id_school,latitude,longitude,bin_internet_availability,norm_rwi
0,330be1f2-316e-32b8-8602-c556dedc70a3,-20.2066273,25.2350806,1,0.34027346177750156
1,e923393a-1ee5-3b21-b85b-7fc59d36c671,-24.9947434,25.3152243,1,0.8017402113113735
2,64218c54-b80e-3910-b5ee-aa9b92815d0b,-24.9859972,25.6978741,1,0.36016159105034184
3,185bafe0-8d87-3a75-b70e-ae9bb5935d15,-24.622995,25.8626712,0,0.9223119950279677
4,0202c1c2-9a57-3360-b30e-352d9ba76fa3,-25.7576782,25.2168433,0,0.19297700435052828
5,0c3ac86e-2dbb-33d6-b0db-3e1600e8fd91,-20.1328199,27.2186993,0,0.30236171535114975
6,dc63e0fd-7194-3609-ae2f-5522b6f408ed,-24.6748963,25.4556447,1,0.3337476693598508
7,76098c42-2150-3461-a915-78365ecdc298,-20.2066273,25.2350806,0,0.34027346177750156
8,8e1157cc-26ef-3ea4-89bd-e4d419ed8cea,-24.9947434,25.3152243,1,0.8017402113113735
9,3b7fb29a-6e1f-3e73-8d19-447868c505aa,-24.6538453,25.9136956,1,0.795835922933499
10,4996e57e-73ad-3293-89bd-71e154c6cff7,-24.6538453,25.9136956,0,0.795835922933499
11,e40d4fde-c8b9-3127-baca-7183487adb74,-20.2066273,25.2350806,0,0.34027346177750156
12,ae8cfb5e-5843-38d2-a4f4-f907b341dec4,-25.7576782,25.2168433,0,0.19297700435052828
13,04be441d-bafc-3772-b525-0491e88cb0db,-24.9859972,25.6978741,0,0.36016159105034184
14,7c888d2e-4bbe-3c36-a241-903b983151f3,-20.1328199,27.2186993,0,0.30236171535114975
15,1e53827b-e461-3aa3-9c7f-d317577c8b12,-24.6447436,25.847013,0,0.7778123057799876
16,a749b574-f849-3b95-8ebb-9cefe5be0fbb,-24.6543768,25.560257,0,0.7513983840894967
17,deb33736-7170-336a-9e60-54a6a7849fc7,-24.6748963,25.4556447,0,0.3337476693598508
18,7dd4b992-cc24-371b-811e-54a2607d8761,-24.6447436,25.847013,0,0.7778123057799876
19,1856e0cb-66c9-3af9-a74e-9a53a5e64213,-24.622995,25.8626712,0,0.9223119950279677
20,aa5c2c26-383c-3f25-b027-65e12aeff067,-24.5547355,25.373073,0,0.3934120571783717
21,f16fe10e-3831-3e7f-848a-6e34bd7d8c3e,-24.4147381,25.364799,0,0.43039154754505904
22,61d13d89-3483-3257-b367-64bc4f710900,-24.6770331,25.9544492,0,1.0
23,e59b5c6c-14d6-3d88-a636-363776025536,-21.9732006,28.4178865,1,0.5130515848353014
24,b5639dbc-2917-3b84-b8e9-aead8d0d6200,-26.6624954,21.9287096,1,0.4738968303293971
25,1d9c006e-4c2e-31f1-b2e3-464e3e3722a0,-26.8948576,20.6877527,1,0.4036668738346799
26,e4687376-d655-37c1-8fa2-873bbe51e9ec,-24.6718514,25.9157234,1,0.7265382224984462
27,1491a262-5c03-3dc7-b06a-c68404c4bf31,-24.3882364,25.5075556,0,0.7392790553138595
28,5fa573ac-c71a-3b7e-828b-92ece1c9e19b,-25.6198242,25.4923482,0,0.30795525170913607
29,bb19deb6-5acc-3ec2-badb-359ea858958e,-20.5486285,22.7488737,0,0.2234307022995649
30,2778b4a9-a346-3cba-af24-d8c911d6c997,-20.6835432,27.6909756,0,0.27408328154133
31,b3ecb7f9-ae7c-34b0-97da-3945a921b666,-24.6669355,25.9388931,0,0.7010565568676197
32,03e684f0-b867-362d-8256-a38412fe5e00,-24.4001031,25.5063903,1,0.7392790553138595
33,202be36e-7155-348e-995e-2717a136cd3f,-22.1754,27.2502913,1,0.37849596022374143
34,187dea42-e853-3fdc-aad7-3430345ec620,-18.7096469,21.4382753,0,0.18116842759477936
35,7a03e9bf-7f77-3594-9541-6ebe3e213d69,-20.221422,27.2593993,0,0.2600994406463642
36,7a526816-0563-3e79-86b1-a87a5306a55e,-25.3453187,25.561364,1,0.32349285270354255
37,8f41a764-fb0a-3b98-bd6a-f4d572574d55,-25.369884,25.6309867,0,0.23213175885643253
38,932e8782-99bc-3e5c-9dcf-77adb4bee87d,-23.9776625,23.8871255,0,0.5077688004972032
39,bb3ce4a0-bd30-3644-aeff-37cbf830a981,-26.7136142,21.7672763,1,0.3617153511497824
40,3492da51-e5ef-3d01-a183-e94e0e786042,-20.5610513,27.3925746,0,0.34773151025481663
41,5d00752e-010c-33df-ac79-ba8cfdd5d4ec,-21.7029027,21.641446,1,0.6016159105034182
42,d3c68f70-8ad0-3d14-85cb-bcfe3d1283f7,-25.3874522,25.4991433,0,0.4431323803604723
43,8541a306-b0ec-3c5c-a4f1-0282e252d179,-21.8166259,28.7658234,0,0.6805469235550031
44,149e9ffb-a205-337e-a0e5-2492efbe456b,-24.675065,25.542373,1,0.7392790553138595
45,453bb354-c81c-33e2-9d82-277dadeb4f6c,-25.4756456,25.4405959,1,0.6507147296457426
46,862263d5-9a8b-3586-8c4c-6bcd4345b6ad,-22.7277115,27.4239327,0,0.3259788688626476
47,71ab5b26-d191-3718-98f0-aa66a12fa8aa,-20.510964,27.1957523,1,0.26880049720323185
48,d1ec8070-9235-3b59-904f-b907342c0a83,-20.863318,27.2267603,0,0.6382846488502175
49,e74637ca-99a7-3ecb-81b4-edf60c6d1ec2,-19.3876839,22.1608243,0,0.6957737725295214
50,8ef3918d-9d56-3dca-8b68-c2b435d49ef8,-25.2320338,25.6796622,1,0.7663144810441268
51,436860a4-1760-3d69-afa9-3f566dc45e0b,-24.4181616,26.1391837,0,0.7538844002486017
52,f486434a-2913-3cf7-ace1-93430ad434c8,-20.5710053,27.7073987,0,0.4213797389683033
53,bf5f6c9c-0de0-3330-b22a-ab6f49b7b2a6,-20.9540029,27.6802344,0,0.38377874456183964
54,43f0c60a-2b99-33e5-a141-97ab65cd1166,-18.1512069,24.5012343,0,0.4804226227470478
55,67485d34-01eb-3d4c-a04d-8eba18ecd5be,-20.6333525,27.29161,0,0.2768800497203232
56,9f41bd2c-edb1-3b8f-9c43-62465972914d,-22.8666261,26.4824904,0,0.34369173399627095
57,2672784e-151b-3394-b2c3-b3f3e00ba213,-22.1538775,20.8642167,1,0.44623990055935364
58,b02bd5f2-ea9b-364e-9068-923f4e522b1b,-22.192081,20.3172473,1,0.2389683032939714
59,629e96ca-3ac5-310a-b373-f40bb3fc4975,-23.6684061,22.7866803,1,0.5270354257302672
60,eeac5869-e821-3acd-abc7-bde30b144786,-22.0916005,20.6169677,1,0.5307644499689248
61,99448ca1-ba62-39cd-8f10-ff924414e552,-17.8000307,25.1492822,1,0.6939092604101925
62,f8965ccf-6d8d-3ce1-9e5b-90383c6370d4,-18.0751924,24.5852467,0,0.42945929148539463
63,b2afe33d-cbff-3530-a9b2-d1b5c55b11be,-17.7957137,25.2332828,1,0.7262274704785581
64,40c9aae4-032f-3389-accb-f07903681faa,-24.400511,25.5211707,0,0.7697327532628961
65,f7a1dd72-0f91-3a5c-8f20-f59f78d0d6da,-24.418565,26.1382433,0,0.7538844002486017
66,3635f6f9-7bd5-3b58-b49c-7b893dde793f,-22.384409,27.5622963,0,0.4039776258545681
67,0a11a8b8-0a4e-32d2-a576-cba7d3d4902c,-23.0396266,26.4695155,0,0.3349906774394033
68,9c0c3314-517a-39a1-a613-fb32499bdfee,-24.7004231,23.5051853,1,0.39372280919825975
69,02307f97-f9b8-3ed6-bf46-e9f3babc44f0,-22.3962159,26.707145,1,0.853325046612803
70,60742348-bc92-35d0-80bb-94d80196edfc,-23.884328,24.7481761,0,0.37352392790553135
71,838f1d60-51ae-3c7e-b8f3-a16494ed7319,-26.6583942,21.8380243,1,0.3722809198259789
72,5fda22ed-df7e-3c14-b766-fdf3b0c25355,-20.473418,24.5118263,0,0.4481044126786824
73,e760effc-dc5b-3fe6-8f7f-07ef93185b84,-22.992894,20.1928903,1,0.23617153511497826
74,5dd1f9ca-0722-313c-b625-61c9751a94f9,-26.6438322,21.9940283,1,0.3915475450590429
75,a3c9b90a-e567-32d4-bb3b-5e438dd7efe0,-24.6644622,25.6977254,1,0.4838408949658173
76,6ad199b0-7dce-3177-aff8-ca3a8bf02a50,-24.4007786,26.1565014,0,0.7638284648850218
77,a684c702-f434-3ea5-b4cc-f4bd27b0da94,-22.6646603,27.2231608,0,0.4683032939714108
78,1f31d1d0-d15a-350e-bd11-d8ffcef1d131,-23.9143871,21.8323153,1,0.5658794282162833
79,d6256f86-6e62-3f9c-8f18-425152e4d8bf,-22.2067755,29.0366107,0,0.38160348042262277
80,1ff31a58-44d9-3e44-a48a-a6bae642945a,-24.2583176,25.8517472,1,0.6740211311373524
81,85ddc940-9d85-3c19-b133-f93b70dab59d,-23.3599082,25.8355104,0,0.17464263517712864
82,a83e6b83-00af-33ff-9ef3-f4f0b91f532a,-25.75732,25.2028639,0,0.19297700435052828
83,9f4729e5-30a9-35ab-88a0-98aa04f2f442,-22.786835,27.7579043,1,0.5668116842759477
84,52ad21b7-a047-3f71-977a-628ba9f5a81f,-24.6641556,25.9183712,0,0.795835922933499
85,a7593a10-df4a-3154-9f2e-fe64fdc88bc2,-22.5195308,27.5368708,0,0.30329397141081416
86,0e5eae3a-584a-3764-923c-94fedc308510,-23.8404895,26.4510287,0,0.3399627097576134
87,6d891f9d-c1fd-3171-9c95-4220c763f300,-24.1022323,25.0299278,0,0.5742697327532629
88,dd236218-5756-3734-88cc-944c2e8550ff,-24.6045811,26.4378743,1,0.49471721566190185
89,507a3877-17df-3fa5-b02b-8f998f0a66f5,-20.6680668,27.4123647,0,0.3840894965817278
90,90d37b40-15fc-31db-94b6-816d2a14e6e8,-19.982701,23.4276448,0,0.6243008079552517
91,d439f5d1-bedc-3569-9477-fe16f9bedb8d,-24.4752459,25.8984849,1,0.8154133001864511
92,03141b8c-8bf3-341d-813d-e7fa85400cf0,-24.3918072,26.145049,1,0.723741454319453
93,7bfc59e6-1b6f-3b8a-9659-d5b0d266780f,-24.1138191,21.7800063,1,0.29676817899316343
94,69004a0e-247c-34a6-b019-2c6d2fe860b0,-22.856463,27.2959413,0,0.24394033561218145
95,ddab56da-adcb-3e38-80f2-57ae82c7b0d9,-24.6018421,26.4317123,1,0.1668738346799254
96,3d14e12f-ef9f-3404-85ab-331db2937835,-17.9865549,24.6460543,0,0.42604101926662524
97,018daf63-fd5e-373f-881c-a9c3f2d83d82,-25.7679479,24.5620606,0,0.35705407085146057
98,59c9f78a-642a-3287-ae47-3b2de5e08745,-24.3935527,23.5799109,1,0.608141702921069
99,07971d11-b5f2-3c95-8d80-04e91f2c2f6c,-20.299987,27.1336393,0,0.29987569919204476
100,9a37c3dd-1273-38d1-8d08-96b3ef282cc2,-21.4495258,27.4724405,0,0.6215040397762586
101,170ba0f1-a283-3435-aff5-ee4e9a538e67,-21.971823,28.4139273,0,0.5130515848353014
102,f3995fb9-8220-38bd-be32-e5d3863720ca,-24.6651011,25.5436823,0,0.5960223741454319
103,28ac6db2-2567-3dd1-a019-0d23ae4a9227,-20.4991725,27.0653757,1,0.5801740211311374
104,0c9f778f-f34c-3ced-8467-08ba6f8dbff9,-25.4431466,25.291599,0,0.3359229334990677
105,71944b5f-73f3-3605-89e0-05f83cbdb0e5,-23.1020562,26.8341977,1,0.6246115599751397
106,957d81cb-88f2-365a-8763-2bb2abdb5871,-24.9761326,25.3341227,0,0.8405842137973897
107,408a6591-40c2-3810-9a67-648ec9a00a74,-24.9945837,25.3152243,1,0.8017402113113735
108,757d1fdc-fdcb-35f6-bbc9-824be254a14b,-20.3265983,23.8788747,0,0.4269732753262896
109,c4c1ce40-913b-3498-9a4a-0ecd4ac7f192,-20.8999794,27.2745782,0,0.26817899316345556
110,96651c8a-ecf4-3834-b655-847053e6b521,-25.3357161,22.9776933,1,0.2613424487259167
111,49189d33-32e4-3783-bdc9-af87f866341a,-22.389493,20.1184173,1,0.2541951522684897
112,b8a62d7b-fc13-3ea5-888f-e9699f48f5e6,-20.676647,27.1230473,0,0.3766314481044127
113,a84b2924-a332-30c8-aa99-40f28bee271e,-20.79722,27.3272513,0,0.3865755127408328
114,2e6ee71f-cbd5-3d27-be82-237e3f4c11f4,-22.718381,27.4775123,0,0.21752641392169048
115,2c49ab13-f010-35b0-b865-cec16c62fc76,-24.7726636,25.5929949,1,0.6103169670602859
116,3c830c62-048a-322b-af65-cbd1aba89680,-20.514598,27.0551423,0,0.47016780609073955
117,2efd1e49-74bd-3447-8286-e63b93869902,-20.5365266,27.5887404,0,0.3520820385332505
118,619c0b2c-e0c8-34ab-ba44-619b2b06b9b0,-25.6574941,25.4044523,1,0.43598508390304536
119,737ac2ca-c35c-3261-81fb-5e8cab51fcda,-21.44227,27.4582683,1,0.6758856432566811
120,cfe25b93-d518-310d-8540-ade869eed198,-20.7984745,27.2655287,0,0.37352392790553135
121,2e860531-53cd-35c9-9c11-cba8496be703,-20.62082,27.4441145,0,0.4266625233064015
122,bd0a1473-22b1-3010-87de-373eb9060e43,-22.5843706,27.6445488,0,0.646674953387197
123,2e47dd2f-d3d5-332b-bd8d-ea68b2e8a317,-24.540967,26.0371963,1,0.44220012430080796
124,50abb2eb-1a3d-3708-877a-9dfb94f5e1e8,-20.99652,27.3383373,1,0.603480422622747
125,d89fad37-2504-391c-82fe-1471b6888eaf,-23.1122761,27.5659823,0,0.37321317588564323
126,00cd30e4-e2bd-32da-a7f1-a43238131a5a,-22.718298,27.3113233,0,0.31727781230577995
127,c56a69b2-5d23-3d8f-af8e-2fac8c72249a,-21.297264,27.8830673,0,0.4129894344313238
128,1018c4aa-c81e-3563-b600-75ec3a73eb35,-20.835264,26.6769063,0,0.3548788067122436
129,ed532440-9ae9-3c50-ac3e-8f69ef924313,-22.5987112,27.6250751,0,0.4083281541330019
130,2cfb1ad3-1f2c-34ce-ab52-963f68369d21,-21.864873,27.7482053,1,0.7050963331261654
131,7243c1e3-4071-3feb-9763-79535cf24d80,-25.3129467,25.2705668,0,0.42106898694841516
132,bd38458f-8b44-3f1e-8b43-d109283f035b,-21.149615,25.6582973,0,0.39216904909881917
133,b531bb77-6c4b-3d1c-ab63-542de58d539b,-24.7247933,25.644935,1,0.5242386575512741
134,fba367f5-f794-3b9e-8358-0b0a466d45e7,-23.2973941,27.2767933,0,0.4956494717215662
135,29b6a295-6a64-3b03-88af-da3d2bf8e9a2,-23.0444023,26.5760132,0,0.4937849596022374
136,75f1eba0-c1e9-32d0-bea3-8e7197d310cd,-24.6257212,26.1223733,1,0.6578620261031697
137,bff47383-9516-386f-997c-509156cce41e,-24.9061798,25.2319352,1,0.16873834679925417
138,37198387-824f-3699-bc19-0449d1225983,-22.681061,27.6123163,0,0.2650714729645743
139,a261e277-c958-3f61-8ffa-3bd24c3eef44,-22.323602,27.8247963,0,0.37259167184586695
140,69a0d95a-e42c-3a07-bbac-150ae072a8a4,-22.375597,27.5912113,0,0.34027346177750156
141,9cfd111e-2657-31c0-9e16-1eb89088647f,-22.4337378,26.5616493,1,0.31852082038533247
142,9c1dc7a5-2da5-3048-8f85-80bc262036d1,-23.139833,26.9629627,0,0.3878185208203853
143,ad27df55-e661-322e-a8bb-279b9407eafa,-22.634903,26.4069183,1,0.42728402734617776
144,8c8a53bf-7c5a-3891-971a-54b2d414830c,-24.9830774,25.352363,0,0.8405842137973897
145,0cc34b1c-c76c-3901-91dd-88cb51c2df23,-24.8752264,25.8688599,1,0.7834058421379739
146,988b9c2e-aa62-3978-876c-c7f4844192ca,-21.262027,24.9481573,0,0.3545680546923555
147,7b2a9b91-dba3-34d8-9333-24038c945c3b,-22.063689,28.5958113,0,0.3356121814791796
148,eac69e4f-afc0-332a-b5aa-884aca7c023a,-25.2010315,25.5529386,1,0.3091982597886886
149,59e74e36-a949-3402-93f9-6d050f262700,-22.7523567,27.631166,0,0.35425730267246736
150,e28661a9-702e-374c-b82b-6485682aa30a,-23.6844725,26.6589497,1,0.30515848353014297
151,874657c0-9602-3c4b-a84b-c1a2dc1a9da0,-19.9934843,23.4197456,1,0.5876320696084525
152,6641d0c7-ba45-30aa-907c-cd6f53da1340,-20.5332737,27.6500964,0,0.40149160969546305
153,6a19b472-38ae-3e00-bbf1-f06d7582b677,-24.7781213,25.4071981,0,0.581727781230578
154,36740336-da4f-3f2b-bd6e-bd72140cb4ec,-23.9912261,21.7655543,1,0.39869484151646983
155,b1501483-ca4c-37a9-ae57-edb9366b06cb,-20.622181,27.5162533,0,0.44064636420136727
156,343afdd9-fc3f-3ef6-93e7-40f1cae6f8ff,-22.9372098,26.36178,1,0.40553138595400867
157,52674d7b-8f33-3fab-8ca3-100d8f9592b6,-21.210857,26.0199903,0,0.2756370416407707
158,22f7ff11-276e-3e25-8be3-218ec274f4a9,-20.217667,24.1298563,1,0.47234307022995653
159,af1afcd4-97d8-31d9-813e-e5fb0d230a8c,-24.990015,25.3457387,0,0.5963331261653201
160,2a53820c-e561-3585-8c8c-c0595143f39e,-20.559697,27.1163663,0,0.23337476693598505
161,6a86f2d2-44d2-363d-b6f9-b10d32fc0295,-20.2087389,26.158696,1,0.8026724673710379
162,98d7f916-52a2-3522-864f-491394c87cd5,-23.1351841,20.2843723,1,0.44996892479801115
163,fe5b7d9c-7d47-302d-ac6c-385a2df7d1fc,-24.4093226,25.5282637,1,0.6867619639527657
164,38899e51-9651-3f0a-81f5-3ea05b28d012,-22.42962,20.6532443,1,0.12367930391547542
165,91d2dc79-3552-33e3-be8e-0c264451cd24,-22.4230153,26.741622,1,0.5932256059664387
166,7306bab1-784a-3888-aff4-feed3783f8eb,-20.3005557,27.1331519,0,0.29987569919204476
167,a2de9b55-a5ff-3e4a-ba2d-801d3c7e9721,-20.515492,27.5171233,0,0.35301429459291483
168,594d49e1-a49c-3692-a25e-c8217539ac6b,-19.6618909,22.1914703,0,0.47016780609073955
169,e6084074-567f-3f6a-9c85-7c3bcd7d77d2,-20.7899025,27.1846157,1,0.3868862647607209
170,2fdba3d5-a026-3d27-9027-c8f30daa0ff7,-24.9603373,25.5875989,0,0.4220012430080795
171,1add6ff9-82dd-377a-b148-8efcfce93b62,-21.2005985,27.4774296,1,0.6824114356743318
172,9276a8ef-4c40-3208-b25f-67743dbe18a1,-24.1879321,26.8619413,0,0.3638906152889994
173,b24f712d-6b28-31cd-9278-fc2612b06ede,-25.7605232,22.5665123,1,0.2700435052827843
174,d490cb21-c311-3968-aee1-b650a0f0d2ed,-24.5720391,26.0353483,1,0.6333126165320074
175,5a1815c0-c8b9-38de-a607-37044013a5c4,-25.0388502,25.7474947,1,0.4894344313238036
176,08ee50f6-3f23-3e37-82dc-6b6886991ffa,-24.438344,26.0755873,0,0.6298943443132381
177,97fb0816-9d1c-3e91-b425-e9ee067784c2,-21.1743826,27.4997986,1,0.6469857054070851
178,26a02e53-2dd5-3726-8f0a-9a5d4b8c9ee6,-22.2731276,26.7888145,0,0.44903666873834674
179,0548d271-42e9-3fcd-8f82-c46831b59d9b,-23.4037058,26.6933067,0,0.3256681168427595
180,8cd6aece-9ebe-31f7-8f4d-b3960d5d83a9,-22.5513107,27.1312995,1,0.78402734617775
181,0c4d222c-0984-31c5-8d62-fc15c642605f,-18.5346059,25.6590823,0,0.5416407706650093
182,910eb553-c683-3f7a-8eeb-700419b2537f,-18.0393722,24.3126354,0,0.3356121814791796
183,eb9c5b28-5419-3729-b2a5-972447cabd4b,-21.87196,27.7489353,1,0.7050963331261654
184,d286c0bd-1c2c-30d9-b738-484b8701ab34,-25.7388494,25.0944526,0,0.531075201988813
185,56ab14a6-b64d-3b47-a8d8-aba7273510b1,-24.9716401,25.3382483,1,0.8405842137973897
186,00029c04-894d-36cf-ba50-39b1ae4f80b9,-24.4283271,26.0099963,0,0.49658172778123055
187,0c72e19b-7cea-327c-9f70-c689235e5c3f,-25.6344778,25.5409035,0,0.35083903045369796
188,24b0177b-354c-36f0-bc3f-c59beb29328b,-24.4366526,26.0608487,0,0.6298943443132381
189,7d0788e5-1652-3712-867f-78339d2d3df3,-22.8669018,27.4147232,1,0.5130515848353014
190,d95d1976-8b26-3c66-9841-54df5a13c72a,-24.914794,25.4629826,0,0.351149782473586
191,b3490a77-0150-3360-b51b-992dbfb38590,-24.5459106,26.4730997,0,0.454319453076445
192,3e54fbe6-c0b1-3599-96e2-73b95a4ce51c,-26.8223907,20.816321,1,0.40584213797389684
193,e8c66366-be2a-3d9e-b487-6a681cebc190,-24.3738499,26.080615,0,0.6727781230577999
194,cf88ee1d-a9fc-3c4d-b3c6-92ddab9f945a,-22.722667,27.573336,0,0.5220633934120572
195,65b7e724-4455-388e-9e89-a788c5b0312e,-21.4287119,27.453745,0,0.7448725916718459
196,fc17855d-34ae-3018-ad58-69eae31de03b,-22.4036831,26.7120894,1,0.853325046612803
197,8c967543-7a2a-3ca6-8337-709f89995470,-18.0133549,24.4045543,0,0.3356121814791796
198,33e25ab7-c9b2-3fc1-8331-eae3c8e28be4,-21.1876764,27.533953,1,0.8095090118085767
199,fe0a95f1-ffa8-314c-bef1-73bec998d040,-24.4105407,25.5112405,1,0.6867619639527657
200,ea8a8524-1c7f-370e-b594-9426efe49183,-22.5373979,27.1397274,0,0.5453697949036669
201,e5001d8c-e513-339c-82fd-66b377c7e001,-20.8215665,27.2146327,0,0.6410814170292106
202,dba21803-4bec-38ff-9df8-b7a3d5f7db79,-20.7537325,27.3568257,0,0.28185208203853324
203,3b1fd8f2-29ba-35ce-b6da-f48442e8c4ec,-23.0237121,27.5276613,1,0.7324425108763207
204,1cc7e76b-4bd3-3b06-a6cd-450666862289,-22.1917747,27.944927,1,0.3001864512119329
205,0fb9065a-c041-380d-b82b-c86d3f93ad85,-24.3751826,26.1577217,1,0.7137973896830329
